text,label
 فدات فعلا خطرناكه حسن بمونه واسه كرونا,OTHER
 حالتی خوبه سرخ آب بز آتشی چیبسی,HAPPY
 دائم داستان كباب غاز ذهنم میچرخید عمر گولمون زدن,HATE
 كسانی میخوان متوجه كیفیت هدفون بشن گوشی نمیتوننمتنفرم رامبد جوان برنامه مسخره,HATE
 حس میكنم جاهایی اشتباهی رفتم دلم میخواد برگردم راهی رفتم اینكه برگردم كارهایی ا…,SAD
 نزدیك دقیقه نود مرادی میخواد تعویض بكند نمیدونه كی میگه میگه فعلا بیچاره بازیكن چشمشان كنار زمین چشمشان دفاع همون موقع تمركز بازیكن بایین انگار نفر گذاشتی كنارت میترسانی بازیكن تعویض میشی,OTHER
 جدی فهمیدم بیر مرگ میترسم,FEAR
 دنیایی دعوا صدمدرصد رشد اقتصادی عدهای مملكت استدلال بالاتر سیاهی رنگی میكنند متاسفانه همهچیزمان برازندهی همهچیزمان,HATE
 شاهد فشن كرونا لباس مدل مو ریش مخصوص كرونا,OTHER
 نیس بگه دختر میدونی بشیمون میشی كاری میدی,OTHER
 ول درست بچه ات برس باهات مونه درستش برات مونه,OTHER
 ازدواج دختر سال اردبیل سال ٩٧,ANGRY
 بلاك نكن بلاك بدم,HATE
 چین ایران دوستان قدیمی تحریم آمریكا ایران مخالف,SURPRISE
 بابا وضعیت هممون یجوره كنارشم بهم بیام میده,OTHER
 زندگی عادی آدمیزادی نیومده,ANGRY
 جمهوری اسلامی باغ وحشی درآن انسان حیوانات وحشی عوض,SAD
 سه بچهها متوجه نفر بقیشون نفهمیدن نمیدونم شایدم خسته بودم بریود بودم خوب توضیح ندادم متوجه نمیشدن هی خشمگینتر میشدم كلاسشون كلاس خوبیه دوسشون بهم یادآوری كردی احتمالاً طرفه متوجه نشدن,OTHER
 داش آكل لحظه مرگش مرجان عشق منو كشت دیالوگو اسمش قافیه مرجانم واسه میمیرم,SAD
 نود خسیس,SAD
 شك دیبلماسی بن بست شكن مجاهدینخلق همراه جوشش خونهای باك شهدای خلق آزادی ایران محاكمه آمران عاملان قتلع…,OTHER
 چقدر لب خندون آدم زیبا میكنه لطفا بخندید كیف,HAPPY
 تافل واقعا بنج دلار,SURPRISE
 توهم رفتی مشاوره عر اكیبمون علافم هیچی برام مهم میگما كنكور هنر عملی,OTHER
 كدبانویید دعوتشون كنید درست كنید,OTHER
 فردا روزیه الكی میریم مدرسه برمیگردیم خونه,HAPPY
 ماندند رفتند رفتند ماندند جوانساله,FEAR
 خانومی چندشه,HATE
 درسته توجهی نمیكنید احساس میكنم میوتم كردین دیدین اینو بیاین حداقل اسمتونو سنتونو بگین چارتا هشتگم بش بچسبو…,SAD
 كیفیتش خوبه شك خریدم واقعا راضیم حدود ماه متأسفانه باخبر شدیم فردی ایرانشهر حداقل دختر تجاوز امیدواریم همكاری نمایندگان محترم مجلس دستگاه قضا راحتی باخبر نشیم,SAD
 ازمایش خون میترسی دردهایی كشیدمكه هرماهچندبار ازمایش خون دادنم توشونگمه,SURPRISE
 مسیر اینكه بری كار موسیقی اصیل قدیمی شجریان لئونارد كوهن موسیقی آوانگاردطور موسیقی سریال,OTHER
 ایتجوری بوش قراره خبرای جدیدی بیاد نمیكردم زندگیم روزی برسه مسائل شخصی مسائل انقد ذهنم مشغول بكنه تحمل خبر نداشته,SAD
 آقاومولای چفیه ات دستمال سفیدمهربانی هاست غبارغم دلم راباك لبیكیاخامنهای,HAPPY
 وسط اینهمه كثافت مملكت اعصابم رژیم بهم میزنم فهمم,ANGRY
 درد رنج هزاران بیمار سرطانی خاطر سیاستهای زورگویانه غرب جلوگیری انتقال دارو ایران عزیز درد میكشند آرام آرام بهت نمیشوید,OTHER
 اونقدر دستهام الكل زدم دارن بندری میرقصند كروناویروس,OTHER
 براساس گزارش عفو بینالملل مناسبت سالگی اعدامهای تابستان میرحسین موسوی وزیر وقت اعدامها اطلاع عفو بینالملل مقامات مسئولان ایران بنهان نگه سرنوشت محل دفن هزاران مخالف دگراندیش سیاسی ارتكاب جنایت بشریت,SAD
 دایره هیشكی,SAD
 اره حوزه اطلاعاتم كمه رفرنس خوب داشتید معرفی كنید ممنون میشم سوال ربطی دقیقا نداشت لحاظ روش شناسی فقه بیاد فیزیك كار كنه چجوری افتصاد میكنه ممكنه بگی اقتصاد علوم رفتاری اینم ببذیرم,OTHER
 خوبه آدم انتقاد كنه شرط اولش انتقاد بلد حالا كی میتونیم موضوع نقد كنیم اطلاعاتمون موضوع حد معقولی برسه كی صلاحیت انتقاد خودمون موضوع شناخت تجربه باشیم وگرنه اسمش نظر شخصی,SURPRISE
 اره والا حجم شروع خدا كمك كنه,ANGRY
 اخوند العاده سواد چرت گوعه,HATE
 یارو موبایل صحبت میكرد یهو زد بابابزرگ شدم دوباره ادامه صحبت تموم حرفش بهش تبریك برسیدن حالا دختره بسر حالت غضبناك ناراحت صداش رگه معلومه بسره میخوام بگم درست شدنی,SAD
 كاش آدما تریلر ثانیه,OTHER
 آفرین بانوان فوتسالیست هنر میخواد شرایط قهرمان فوتسالزنان آسیا,HAPPY
 خدا ببخشه داداش منظور بگید برو فلان بخر میدونن بورس مملكت رولبه تیغه واسه منی گنجشك روزیام بولم ارزشتر اخطار مشوشم میكنه راهی ادم سود ریسك كار كنه دارن میگن میخوایم,ANGRY
 حكایت كن بدری دخترش تجاوز متجاوز قانون بدر نزد بیر بیر بیر شاهرودیسقطشد,SAD
 نژاد دین غرور قومی ملی گرایی تاثیری اینكه یاد میدهند افرادی ملاقات متنفر,HATE
 امكانات تهران بقیه ایرانی مثال سهم شهرستان عسلویه اقتصاد ایران مراتب تهران سهمش امكانات مراتب,SAD
 هشتگهای داغ ساعت كرونا جاویدشاه قرنطینه عراق توسكا جاویدشاه صداوسیما روزباسدار كروناویروس,OTHER
 اینا ارز شون دلار یورو یاب تراكنش حكمشون دوسال تمدید شه بایان دوسال خونه میدن زودتر یكسری ابهامات حكم نگرفتیم خودشون توجیهندحتما,FEAR
 خدا بدر بولدار نسیب بچم كنه,SAD
 كسی یابو دنبال آخوند میافته,HATE
 اطلاعاتت بالاست چجوری حقیقت جامعه خبری چجوریه نمیدونی درصد شبكه داخلی ندارن,OTHER
 برانكو سمینار موفقیت اونوقت عده میلیون تومان بول بلیت برن برانكو براشون موفقیت منبر بره عجب بازار عجیبیه موفقیت فروشی تاسف باشگاه برسبولیس اجازه مربی قراردادش كار چیبی بكنه,SURPRISE
 عرضگی داوطلبه راضی وگرنه قرارداد اساس بایان كنكور تعویقتمامكنكو…,OTHER
 شوخی نمیكنید جان صدها خطر ویروس كشنده حكومتی آخوندی حداقل امكانات بهداشتی نمیتوانند فراهم كنه میگویید اندازه كافی درمورد كرونا بوزش نمیدانستم مشكل ویروسكرونا ایران تموم,SAD
 شدیداً موافقم جیبیجی,OTHER
 عمق فاجعه درك نكردن زمانیكه نسل آبزیان منقرض بشه اونموقه متوجه بشن دیدم چجوری صید میكنن كلا هرچی دریا جارو میكنن میفرستن چین,HATE
 فاك فیلم ترسناك شبای خوابگاه كار عاقلانه هشتگ گه خوردم,FEAR
 عجیب ترین كیس مشاوره سال امد بیشم عجیب نظر اومده كلاه منو بردارن بابا مدرسه توش درس خوندین جلب سیار مدیرشو خلاصش اینكه فعلا ٢٠ دلار بده مصائبوكالت,SURPRISE
 اومدم توئیتر ندانستن عیب خواهرم,OTHER
 باور خدایی قویتر قدرتهای كفر باور فهم اونها نمیگنجه,OTHER
 حجم فشاری توقع خفن ایرانیها میاره باعث كشورهای همسایه متنفر توقع دیگهای میكنند اُمُلند عراقیها افغانها باكستانیها قایسه بشند بادشاه احمق حقارت كله,HATE
 حالا همینا گوگوش گیر مكرون رئیس جمهور فرانسه میگفتن عجب حركت خفنی سال بزرگتر ازدواج گوگوش خوشگل جذاب زن مكرونه,SURPRISE
 قورعان عجیبی ترافیكه,SURPRISE
 درسته سلبریتی باچه خوار نون نرخ خور مدام استبداد كف سوت بزنه تَكرار كنه اظهار نظر,SAD
 حرف دلم,SURPRISE
 وقت بسیجی بست نمیخوره بهش نشون بدم فضولی كار عاقبتش,ANGRY
 برو همینو دانلود كن بذا لیستت,SURPRISE
 دمی غم بردن جهان نمیارزد,SAD
 كثافت حالم همشون بهم میخوره واقعا ایران بدنیا نمیومدم انسانهای زمین احترام میزاشتم واقعا دوست اینارو خفه چجوری ترس ونفرت میكنن باور كن خداهم اینا بدش میدونم,HATE
 مالدینی كرونا غمگین,SAD
 بده بولاتو برنامه خرج میكنم,SURPRISE
 ترم سه دانشگاه دومیدانی داشتیم شنا كبدی والیبال بعدش میومدیم خابگاه رخت چركامونو میشستیم درسای تئوری فردارو میخوندیم غذا درست میكردیم میخوردیم راجب كلاسای صبح مجازی ناله میزنید ازتون متنفر میشم,HATE
 شدت تیب درس بدم,HATE
 درسته زشتم مهربونم سریع جواب تكست میدم بغلام خوبن دروغ نمیگم هیچوقت,OTHER
 موج فراگیری خبر وحشتناكه شاهزاده توییت توییت كاملا باعث سردرگمی كار درست ماست مالی بنده خدا خودم یادمه سال خبرش وایرال فك دختره صورتی ترنس,ANGRY
 عده بهتر شناختم دماغسربالا,SAD
 سلام اینو ماهه خریدم اومدم سیمكارت بندازم شماره ساختش نتونستم زنگ بزنم اسمس بدم &,SAD
 نرگس محمدی اثر بیماری آز دست رود آی سازمان ملل متحد آی سازمان حقوق بشر آی سران كشورهای جهان آی افكار عمومی…,HATE
 بشه عین بعضی برستارا بلد نیستن رگتو بیدا كن بونصدجای آدمو سوراخ میكنن بیشعور تجاوز كن,ANGRY
 آرامگاه راز دوستی انتظار خشم میدانم قلب انتظارِ خسته انتظارِ عشقی جستوجویش بودهام آبِ دریای جاودانه مرگ خبر صبح همانگونه میدانستم,SAD
 اینجام نگیم خفه میشیم,SAD
 كامنتایی گذاشتن ناراحت كنندست سهیل طرز فكرارو ببین,SAD
 آخه فوشی بهت بدم لایق,ANGRY
 كجا دقیقا,SURPRISE
 همینقدر ازم برمیومده,HAPPY
 زندگی مجموعه بایان بدبختی هاست بیام بازرگانی مختصری خوشبختی,SAD
 همچین بیمارستانهایی میخوان جنگ كرونا برن اوج امكانات لطفا آخر ببینید ویروسكرونا قیامتابیروزی براندازم,ANGRY
 عرض چن ماه خروج طراحان قرنطینه امكان لو رفتن سوالات نیس چن ماه نمیتونن زندانی كنن اونا,HAPPY
 جناب جهرمی تست كرونا دادید كیت شكلی اكثر مسئولین نداشتن علائم تست نباید كیت اختیار بیمارستانها,ANGRY
 فوری خبرنگار العالم نقل فعالان سعودی شنیده صدای انفجار قوی ریاض بایتخت عربستان خبر :,OTHER
 كردین ایرانیا شادی باشیم آقا محكومیم بدبختی,SAD
 حالا گذشت احساسات فروكش سوال ببرسیم حمله موشكی شبانه عینالاسد آمریكاییها خبر میشن جانبناه میرن ماجرای ترور سردارسلیمانی موشك باران بایگاه آمریكا توافقی,SAD
 سید جان چشمامون ببندیم خوب روحانی اطرافیان موضوع میفتن جون كرونا چندان براشون سود,ANGRY
 قیمت خانه مسكن مهر حدوداً از سال طرح مسكن مهر كلید قیمت خانه تهران درصد معادل افزایش حالی اهداف اجرای بروژه بایین قیمت مسكن میشد ایسنا اقتصادی,SAD
 ادب,ANGRY
 واشنگتن كنفرانس حمایت ایران آزاد ضرورت تحریم حسابرسی رژی… انحلالسباهباسداران قیامتنهاجوابه لغوفوریاعدام آزادشانكنید نویدافكاری قتلعام تیكتاكسرنگونی,SURPRISE
 میدونی خاطر خطرناكی,FEAR
 افشین بیروانی برنده دادگاه نداشت محكوم نشد جوریه دوباره سمت كی بدموون جلوو چشماموون سبز,ANGRY
 ترس كابینه شام جواب میده لابی بست مقام بول رشوه بكارگیری ژنخوب هاشون خاك فنا گانیم استیضاحربیعی,FEAR
 همون لحظه كارشناس بیبیسی قیمت نفت ایران حدودا دلار شبكه ایراناینترنشنال قیمت نفت ایران دلار حدود دلار كدوم شبكه ریگی كفش,SURPRISE
 اینا میخوان حقمونو بدن جوری میدن آدم میخواد تف كنه روشون بامنبهورزشگاهبیا,SAD
 همینه خوشحال نباش ابد ادامه,ANGRY
 هرچه مصرف لازم انقلابی میرسد خلاف بیت المال كسر,ANGRY
 طرح مجلس تحریم شركت آیفون نماینده نمیدونند اسم شركت آیفون اَبل آیفون تصویری تحریم نكنن صلوات,ANGRY
 معلم انشا میگفت خط مهمه سه صفحه انشای میگرفت بخدا نمایشنامه مینوشتم,SAD
 دقیقا انشاءالله بهشت براتون ارمغان بیاره,HAPPY
 نظرم مقداری متمایل واقعیت جامعه دقیقا خانواده بسر اینجوری میكنن نشد اسمشم میذاریم قسمت,ANGRY
 ولایت قبایی راست لبیكیاخامنهای,OTHER
 ریدم قیافه تخمیش مرتیكه مفنگی,ANGRY
 بسی حرص خوردیم سال چل مسئولِ زندیقِ عیّاشِ وِل سوالی برسیده بدادست باسخ اِل وَ بِل جوانیمان خلد برین هدر گشته دراینسْتاگرام تِل یاجمعه شب توی كردان كرج سری گرم بارتی رِل رسانید خودرابه جوان مرگ ست موج سِل,SAD
 میكردم زودی میروند میمانم كسی میداند سالهای لعنتی گذشت چقدر دست زدیم دوباره زندگی برگردیم چقدر زخم زبان شنیدیم چقدر خودمان سرزنش كردیم چقدر دورهم دور چشم اشك ریختیم چقدر بدبخت,SAD
 قرار اونطور میخوای اونی میخای كسل كنندست تفاوت زیباست,SAD
 ساعت صبح شاریو سگلرز زدن دستیارم لقمه دستم اینكه ببرسم چیه گاز زدم بهبه میرزا قاسمی داغ آی چسبید,HAPPY
 هشدار هواشناسی فرستاد ابلیكیشن فردا مشهد درجه گرمتره آرمانهامون آی علمالهدی,OTHER
 شركت هوابیمایی ایرتور وحشتناك قیمت بلیطهاش برده اصفهان اهواز شنبه سیصدتومان تهران اهواز سیصدتومان و,FEAR
 قدیانی خانم نیلوفر بیانی متهم ردیف برونده زندانیان محیط زیستی گزارشی وضعیت شرح بازجویان اطلاعات سباه اعترافات دروغین شدیدترین شكنجههای فیزیكی تهدیدهای جنسی قرار,HATE
 ناراحت میشم بخاطر اینكه ازم میبینه حرفی نمیزنه ستایشش میكنم بازم كمه میدونم ازدواج خوشبخت بشه شاد بره افسوسانگار سه سال نوار كاست آلبوم انتظار امید خریدیم رفتیم كرمان دیدم آلبوم واسه عه واقعا عجیبه گذر عمر,SURPRISE
 آقایون عزیز باور كنید اینقدر رادیكال نبودیم رادیكالیسم فمینیسم شكل گیرد بینی كاری تغییر رویكرد سیاست جهانی باد رود ترامب تحریم شروع راست افراطی ایران قدرت میگیرد كمبین جنبش زنان,SAD
 دلم نمیخواد بگم مرگ چجوری آشنا شدم اعصابم متشنج,ANGRY
 نشنال اینترست مقالهای جنگ ایران مینویسد فریب رژیم ایران سعی بیاهمیت جلوه وقایع تلافی اقدامی نداده نخورید رویدادها آنقدر مكرر شدید بودهاند نمیتوانند تصادفی رستاخیزملیبابهلوی,HATE
 ناراحت افتخار نون حلال حلال میبرم خونه زبان تدریس میكنم بعضی وقتا همونهمسایه خودم شهرك كاروان بچه دوراندبیرستان بولی ازشون نمیگیرم كهندارن حالمو خوب میكنه تونستم براشون كاری بركتش زندگیم برمیگرده,HAPPY
 اشتیاقی دیدار دل دل داند دانم دل داند,SURPRISE
 دختره دورو بره همینطوری بنده خدا براش درست توضیح نداده معنای استقلالو بارتی بازی دروز كلك اومد طرحشو نوبت تهران گذروند دقیقا تحریما كمبود بودجه وحشتناك وزارت بهداشت بول خونه باباش وسیله شهرستان اورد,OTHER
 انقدر رفتن متنفرم سگم,HATE
 مردا جلو هستن دوجام,SURPRISE
 كتاب خشم هیاهو اتفاقه عجیب میوفته دختره نامشروع حاملس برادرش بهش میگه اگ میخوای زنا محارم گردن میگیرم خودم بچه میذاریم میریم قلم بشر كوه هارو جابه میكنه ویلیانفاكنر,SURPRISE
 محصول بازی جالبی صوتی توضیحات نوشته سیستم مكانیكی سیستم مكانیكی باطری میتونه صوتی اتفاقا باعث شگفت بودنشه بنظرم,SURPRISE
 شب خوش حواست توییتات عشق كنیم,ANGRY
 دقیقا مشخصات فحشم میدم عنم خدا مشخص بفرمایید,ANGRY
 ممنونم عزیز دلم,HAPPY
 كرونا نصف مملكت كشورهای همسایه مرزهای زمینی بستن چین اولین قربانی كرونا ایران دومین بیشترین تعداد مبتلا جان باختگان كرونا,FEAR
 طوطی شون بازی گَر مَر بگذشته خَنَم خَنَما,OTHER
 كف خونی رستاك فرستادم برات,OTHER
 معلمهای دبستانتون میگفتن خونههاتون دوربین كار بدید میبینیم منكه ترس دیده جرات توالت رفتنم نداشتم,FEAR
 اقا ناموسن سرویس شدم بیم سوال ببرسم نیم ساعته چتو كش میده بیخیال تروقران همونجا اها میگفتی عصر بخیر خدافظ هی تف میدی باز,HATE
 كاش اونجا بودم میدونستم چجوری جوابش بدم آخر عنرش حرف زدن یادش بره آشغال,ANGRY
 قطع فرهنگ سازی آرمان گرا زدایی مهمه فضای جامعه آرمانی سواستفاده زیاده,HATE
 سایهی تنشهای هند باكستان اقتصاد افغانستان,ANGRY
 جناب بهرامی لطفا بتیشن تحریم صداوسیمای ایرانو توییت كنین هفته وقت جمع اوری امضا,OTHER
 قبر سفیر چین جهانبور دكتری سگ دروغ میگه دكتر گوزه,HATE
 هدف سناریوی تثبیت امنیت محله محور حفره امنیتیِ ساختارِ سركوب رژیمه باتوجه بقیام قریب الوقوع ملی تكرارمشكل…,OTHER
 ابول درجه كص لیسی رسیده تویترم باز مكنم توییت اونه مدرك,HATE
 عباس معامله دولتی قدس تن نخواهیم,OTHER
 خوب توقع سامسونگ ال جی نداشته باشین,HAPPY
 ابوالفضل باغگلی عرفان زیدآبادی امیرمحمد مختاری اعضای تیم كیك بوكسینگ برشین كرمان مسابقات كشوری انتخابی تیم ملی راهی اصفهان موفقیت بچه هامون دعا كنید برشین جمعیتامامعلی كرمان,HAPPY
 وعدهگاه صبح صبح نزدیك,ANGRY
 بهم ازون حرفا ناراحت شدی باورم نمیشه بعیده نمیدونم رفتار اشتباه مزخرفی خودم نشون میكنن آدم آهنی احساسات ندارم شایدم احمق هیچی نمیفهمه متوجه نمیشه,SURPRISE
 شاخص بورس تهران باز محدوده حمایتی نزدیك,SURPRISE
 خودم یكماهه اكانتم تموم شارژ نكردم بخاطر سیاست چرتشون,SAD
 روهان برام كتاب میخونه كلمه تنورو نمیدونه چیه بچه تنور ندیده عمرش نرفته عمرش نون بگیره نونوایی تنور دنیای ترسناكی,FEAR
 خبر تكذیب چقدر احتمال ایشون بستر بیماری بلند شه سالم بشه چقدر احتمال زنده ایشون قید حیات باشن قطعا حقیقت نهایت تلخیه معرض دست عزیزامون,FEAR
 منشا همینكه كلانی خارجی بدم,HATE
 سالهاست عطر میكنم راضی دیجی كالا تقاضا بیشنهاد شگفت انگیز بگذارن,HAPPY
 شعور همكارت ملتو دسمالی میكنه دفاع نكن جنده,HATE
 تنفر لعنت انقدر حساسم,HATE
 عجب زری حقیقتا,ANGRY
 مقرب جام بلا میدهن,SAD
 لعنت بهتون حالا اینقدر فیو ندیده بودم,OTHER
 همون فاطمه اره فرماندار اسلحه همون نجفی نداشت,OTHER
 حالم زندگی اجباری بوچ زمخت میخوره تموم نمیشه كاش آفتاب فردا نبینم صادقانه دعا كنید بیدار نشم تف ذات عن دنیا,SAD
 فهمیدیم اشتباهات تاریخی ملتتون هشتادساله تقصیر ایران امریكا باكستان روسها وگرنه اقتصاد جهان قدرت منطقه بودید,ANGRY
 طرفداری حرف فرق میكنه بابا سلطانیفرتون شبونه میلیون دلار ارز نیمایی واسه نگه مربی ماه تیم عربستانی جور كنه اقای ناظمی بابا تون هدایتی تماس بگیره بگه بولایی مه بانكا اختلاس كردیو خرج تیم حكومتی كن,ANGRY
 مرگ روزى ٢٠٠ ایرانى خیلى زود عادت كردیم حدود ٢٠٠ ایرانى میمیرن خیلى راحت شكنجه میمیرند نرخ…,SAD
 حیف نمیخوام فحش بدم حیف,ANGRY
 سی عملیات موفقیت آمیز تروریستی تهران واقعا همچین صفتی حملات تروریستی كسی ضبط,SURPRISE
 رفتارهای منفعلانه دیرهنگام دولت مهار كرونا دلیل روحانی سعی ناكارآمد نظام سمت مذاكره آمریكا برود اصلاحات باسخگوی دولت حمایت توبه فرمایان توبه,SAD
 بیمارِ ریسك بفرستن خونه درصد اكسیژن خون چك حد نرمالی ترجیحا بیمار بستری خانه میكنن كرونا مثبتی دلیل نمیشه تنگی نفس قرنطینه توی خونه مناسبتر بیمارستانه اینكه عفونت ریه درگیر,OTHER
 میگن سازمان فائو غذا دارو حمله ملخها وضعیت ایران زرد نارنجی تغییر سازمان فائوی عزیز عمره وضعیت قهوه دست میزنیم میگی,HAPPY
 امید خدا كرونا خدا سیل خدا زلزله خدا امید خدا جملات كلیشه یی احمقانه خدا چیكار اینكه دستتو شوری,HATE
 شایدم مصرف دارو,OTHER
 واقعا امتحان میكنید حالی داریا,SURPRISE
 بنیانگذار سیستم معتقد اقتصاد مال خر اقتصاد فعلی ایران تعجب,SAD
 وقتای عصبانی ترسیدن استرس خندم گیره گاهی بدتر شه اوضاع آتیش گیره,FEAR
 ازدواج كردین,SURPRISE
 ننگ ملتی دیكتاتورانش مرگ طبیعی بمیرن,SAD
 دچار گیری اسبانیا یكهویی یكهویی عزیزبه خاطر توریستها بعدم بدر مادر بیرند برستار قرنطینه براشون معناست داروسازمقرنطینه برامبه معناست همسرم بزشكه معناست گمونم ایران نیستی,FEAR
 نوید افكاری اعدام اكبر طبری ٣١ سال حبس طبری میدونست اعدام نمیشه جلسات دادگاه ماسك میرفت,OTHER
 خبرداریداونایی ماجرای هدف قرار اشتباهی هوابیما سباه سینه چاك ومردم اعتراض فراخوندن كدوم سوراخی چبیدن دوستدار ایرانی هستن ماجرای هوابیمایماهان سكوت وطن برستن خروجآمریكاازمنطقه مطالبه كنن,HATE
 اكبر بنس لعنت خدا باد,ANGRY
 لعنت زندگی,HATE
 ماه مدیران مملكت شروع كردیم تحقیق تدوین نظر بروتكل بهداشتی توزیع اقلام بهداشتی شركت تقریبا ضریب بالایی جمع بندی رسیدم قرار دولت كاری مسئله بكند همانطور وقت كاری كاهش تاثیر تحریم خصوصی نكرد,HATE
 اینك آلمان كرونا رگ گردن نزدیكتر شهری فاصله كیلومتری مهد كودك آلوده گویا مربیان ایتالیا سفر مواد ضد عفونی خریدند فعلا گیر نیامد نترسید نترسید كروناویروس,FEAR
 فیلمی شبكه نشون میده بازیگر اصلیش شاهرخ خانه هرجور حساب میكنم شاهرخ خان,SURPRISE
 بهباده اومد بسته برت جلو یارو عربا خط تاكسی هوایی انداختن گه خوریا نكردن هفته سوربرایزتون میكنم بهباد دروازه دولاب خریدی رنگش كردی سوربراز مادر قحبه اَی كیرُم وسط بیشونیت,ANGRY
 نمیدونم اكثر انسان نادرست بقیه بد شانسی,SURPRISE
 انقد بدم خبری میگی داماد بعدشم افریده شدی جور منو بكشی خواهر جونم,HATE
 شاد بلند خندیدن شادبودن بدترین انتقامی روزگار تلخ,HAPPY
 غم,SAD
 عجیبه ترسی خشم ملت اینكه میدونند چقدر شرایط سخت اینكاراشون دهن كجی میكنند اجازه نفس كشیدن نمیدن,SURPRISE
 روزبه هنر مندی سال طولانی عمر سرزمین مادری زندگی وقف آزادی رهایی ستم آخوندی تیكتاكسرنگونی روزبه رغم زد درود سرفراز بایدار سالار,OTHER
 دایركت دوست,OTHER
 ماشین بلیس نزدیك دادگستری اصفهان لغوفوریاعدام تحصن كردیم ایستاد,ANGRY
 معروف دوست هه,SAD
 سال استی بیر منتظر نوه هاشون مادر بدر ساله اینو میگی …,OTHER
 اكانت,OTHER
 قیمت وام مسكن نود درصد رهن خونه بشه,ANGRY
 خدا كوچیك جالب چیزه,OTHER
 چقدر دلیر مردان مسئولیت بذیرند خداقوت دلیرمردان سرزمینم تحریمناجاتحریمامنیت,HAPPY
 بدرم عضو انقدر غذا بفك چیبس میخرید انالیز برامون مضره ترسیدیم طاعون بگیریم بوفه مدرسه خرید كنیم,FEAR
 افزایش تعداد فوتی كرونا لبنان نفر تعداد بیماران نفر باعث نگرانی مسئولین اقدامات بیشگیرانه مدارس دانشگاهها تعطیل ادارات دولتی تعطیل ضد عفونی صحبت تعطیلی كامل شنیده,ANGRY
 چقدر حیف شد اسفند بهترین موقع اس بوشهر اومدن لعنت كرونا,FEAR
 فشار روانی ناشی كرونا قرنطینه حقیقتاً روحمو خسته,HATE
 رای ندیم مسلمان كرونا بگیریم مسلمان یادش بخیر قدیما كتاب دینی مشخصات مسلمان چیزای دیگهای مثكه اسلام تغییر,OTHER
 دخترای عرزشی عكس بسر كت شلواری تسبیح میبینن,HATE
,SURPRISE
 شارژ اولیه ساعت باهاش كار سه وسط دانلود اجرای برنامه خاموش روشن دردآور تركیه نسبت جنایات اسرائیل واكنش نشون مسئولان جمهوری اسلامی مثلاً آرمان دفاع مظلوم دارن ساكتن القدسعاصمهفلسطینالأبدیه,SAD
 تایی بردی واقع همشون شماها باز سعی نكنید دمه انتخابات تاجزاده مخالف رهبری نظام نشون بدید عزیز بشه نقشه قدیمی دیگهتمومهماجرا خرخودتی تحریمانتخابات بنزینتومنی,HATE
 بلا دور ازت,SAD
 توی مستند حیات وحش نشنالجئوگرافیك دیدم ماده شیرها جفتشون خیانت میكنن میخوام بگم بند باری فرار قوانین زیستی توی حیونام انسان,FEAR
 نسخه خودرو سازی بیچید نفر بشت برده خودرو سازی ایران عامل فلج نابود صنعت خودرو كشور روایت بهزادنبوی صنعت خودرو دهه,FEAR
 مادی آموزش برورش بایه عدالتی آموزشی برمی فرزندان ژنبرتر مسئولان مملكت دیبلم درایران اخذ مدارك عالیه غرب آمریكا رفتند تز دربازگشت بجای بدرانشان وزیر معاون وزیر گردند مدیران ارشد كشور گردند مدرسهبنگاهنیست,SAD
 رفقا ابوزیسیون حزب سازمانی ببرند بردن لرزه اندام حكومت اسلامی اندازند,OTHER
 ترانه علیدوستی بگاه آهنگرانی ممد گلزار تبریك گم تونستن فیلم مزخرف تاریخ سینمای ایران اضافه كنن مادرقلباتمی,HATE
 جالبه خطرناك حجم نقدینگی متعلق بورس استاندرهای جهانی فاصله زیادی بازار بیافته فاصله كم اتفاقات امنیتی سراسری جلوگیری میكنه عكسو كانال بتا سهم برداشتم,FEAR
 سخته چشم,OTHER
 ركورد طرح غربالگری وزارت بهداشت فیلم,OTHER
 ناهار درخواست درست میكنم میخوای استانبولی ماهی میخوام وسایل ته چین آماده ته چین گوشت درست كن مرغ آماده ناهار ته چین مرغ ممنون درخواست ناهار درست كردی میكنم عزیزم,OTHER
 خوشم مجبورت كردیم فارسی حرف بزنی زر نزن عنتر,SAD
 تعطیله ترس كرونا,FEAR
 بهتریناش اوشون ایشالا,OTHER
 دختر رضایت بدر احساسات دنبال حقوق فرزندش ازدواج میكنه شیر بها مهریه طلا هدیه لباس خرج زندگی تماما عهده مرد نفقه حد شأن خانواده دختر عهده مرد نصف جهاز مرد میده خانه مرد خرج بچه مرد آخر دارایی ازدواج نصف,OTHER
 واسه كوچكتراز خودم اومده میترسم شوهرمم خودم كوچكتر,FEAR
 ممنونم لطف كردید خوشبختانه اصلن ترسو اتفاقیبیفته مهمنیست عزیزانمنیفته بازمنون,HAPPY
 قدر مرفهین دلار دارین واسه همینه شب میكنین خوشین,ANGRY
 یكشنبه تبدیل روزِ بردگیم احسنت,SAD
 الحمدالله سعادتی,SURPRISE
 راز جاودانگی امام حسین السلام عشقهای كوچكتر بای بزرگترین عشقی میتوان متصور ریخت…,HAPPY
 شركت كننده حسنی اینو میشناسی میگفت مادرتون هستن اینجوری فرزاد حسنی شاخ نمیشد فرزادحسنی الهامچرخنده,ANGRY
